,CANT,CVE_ART,DESCR
323,2,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
324,6,TUS00115,"TUB INOX 1/4""ØX29CM 160W127V RECTA/PLACA"
325,1,BL00022,BAN M/LUNA 208MMØX108MM 530W120V C/CINTU
326,20,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS"
327,2,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
328,4,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
329,2,TUA00429,"TUB INOX 5/16""ØX46CM 3000W240V 11/4""NPT"
330,2,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
331,1,TUA00419,"TUB COBRE 7/16""ØX495MM U 3000W127V PLAC"
332,1,BE00016,BAN M/LUNA 123MMØX107MM 600W 230V ESPECI
333,2,BL00054,BAN M/LUNA 208MMØX143MM 600W110V T/TOR
334,6,BO00058,"BOB DSD CAL.10 3/4""ØX1085MM 4000W127V"
335,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
336,1,TUA00422,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS"
337,1,TUA00422,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS"
338,1,TUA00424,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP"
339,1,TUA00424,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP"
340,4,BP00089,BAND P INOX 175MMx90MM 300W 110V TORNILL
341,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
342,2,P114I1D4A000,"PT-100 1/4""ØX12"" EXT1MT TEFLON 2 HILOS"
343,6,BP00257,"BAN P INOX 11/2""X17"" 800W240V ESP-1/4"""
344,2,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
345,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
346,2,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
347,1,RP00165,REPARACION DE BATIDOR 16.6KW 440V
348,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
349,2,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
350,10,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
351,5,TUA00433,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA"
352,2,CBE00028,"CB 3/4 X41"" DE LARGO 1300W 220 V"
353,1,TK00034,"TER K 3/16""Øx7mm LONG EXT. 5 MTS T/PLICA"
354,1,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM"
355,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC"
356,4,TUA00200,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP"
357,2,TUE00161,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA"
358,1,RP00182,REPARACION DE HORNO 3500W220V
359,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V."
360,2,PA00001,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V"
361,1,TR51G1125A00,"TUB INOX 5/16""ØX120CM 1250W 127V T/TOR"
362,4,CS12E2040A00,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM"
363,4,CS12F2040A00,"CAS INOX 1/2""ØX3"" 400W 240V EXT.30CM"
364,3,TK00063,TK 6MMØX80CM EXT.50CM DOBLEZ 90° 4 HILOS
365,1,BL00001,BAN M/L COMUN 137mmØx82mm 800W 220V
366,1,BP00258,"BAN P COMUN 1""X48"" 1000W 240V EXT.30CM"
367,3,EE00003,RES EN CINTA NICRO4.0X0.101-2.8OHMS LAMI
368,6,BOE00012,BOE 45MMØX1360MM 3500W440V ROCHETA
369,10,BOE00013,BOE 45MMØX900MM 3500W440V ROCHETA
370,1,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
371,1,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
372,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
373,2,BO00005,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V
374,25,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
375,2,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
376,2,TEA00016,"TEA K Ø3/4""X450MM NPT3/4"" CAB M STD"
377,1,RP00184,REPARACION DE TUBO DE CUARZO 500W127V
378,3,TEA00017,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM"
379,8,BN00248,"BAN COMUN  5""ØX6"" 1800W 240V  C/ALLEN"
380,2,BN00249,"BAN COMUN 5""ØX4"" 1500W 240V C/ALLEN"
381,2,BN00250,BAN COMUN 178MMØX71MM ANCHO 1300W 240V
382,1,BN00251,BAN COMUN 296MMØX71MM 2500W240V C/STD
383,3,BP00149,"BAN P INOX 11/2""x85"" LONG 2200W 220V 9BA"
384,4,BP00150,"BAN P INOX 1 1/2"" x50"" LONG 1200W 220V"
385,2,BE00011,"BAN P INOX 1 1/2""X12"" 240V W-MAX"
386,2,BE00012,"BAN P INOX 1 1/2""X14"" 240V W-MAX"
387,2,BE00013,"BAN P INOX 1 1/2""X16"" 240V W-MAX"
388,2,BE00015,"BAN P INOX 1 1/2""X18"" 240V W-MAX"
389,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
390,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
391,1,TUS00116,"TUB INOX 5/16""ØX45CM 750W 120V ""U"" T/TOR"
392,1,TUS00118,"TUB INOX 3/8""ØX120CM 2083W 220V ""U"" TORN"
393,1,TP0015,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8"""
394,18,TUE00319,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC"
395,2,151.7208,TUB INOX 8MMØX3650MM 1134W 230V RECTA
396,1,TUA00096,"TUB INOX 5/16""ØX120MM 1200W220V ""J"" PLAC"
397,3,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
398,1,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
399,1,TUE00025,"TUB COBRE 5/16""Øx145CM  1500W120V PLAC"
400,1,MA00016,"MAQUINADO DE PERNO 9/32""ØX20MM LATON"
401,1,RP00180,REPARACION DE CREPERA-FAB CAJA DE CONEXI
402,1,RP00171,REPARACION DE CREPERA
403,60,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX
404,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
405,12,TUA00219,"TUB INOX. ALETA 7/16""Øx693mm 2000W 440 B"
406,12,TUS00020,"TUB INOX 5/16""Øx64CMS 700W220V."
407,1,TUA00434,"TUB INOX 5/16""ØX25CM 1650W220V M ESP/BUS"
408,6,CS12F1040A00,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM"
409,6,CS12H1050A00,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM"
410,25,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
411,1,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
412,10,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
413,3,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
414,18,TP00019,TIRA INOX 38MMX1012MM 2000W 240V T/TIPOH
415,2,TUE00162,"TUB INOX. 5/16""Øx330mm U 6KW 440V PLACA"
416,4,TUE00348,"TUB INOX 1/4""ØX355MM 4500W230V ES PLA-NV"
417,1,TUE00105,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C"
418,3,TUS00035,"TUB INOX 3/8""Øx810mm LONG RECTA 500W220V"
419,1,GAB00014,GABINETE ELECTRICO DE 50X40X20 70KW 440V
420,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT"
421,1,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
422,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
423,1,BP00251,"BAN P INOX 10 1/4""X4 1/2"" 350W127V 1-IZQ"
424,1,BP00252,"BAN P INOX 10 1/4""X4 1/2"" 350W 127V T-TO"
425,1,BP00253,"BAN P INOX 10 1/4""X4 1/2"" 350W127V 3-DER"
426,1,BP00254,"BAN P INOX 9 1/4""X4 1/4"" 350W127V 2/TOR"
427,1,BP00255,"BAN P INOX 10""X 4 1/2"" 350W127V 1-IZQ"
428,1,BP00256,"BAN P INOX 10""X4 1/2"" 350W127V 3-DER"
429,1,RP00187,REPARACION PISTOLA DE CALOR 1680W 120V
430,3,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR"
431,4,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V"""
432,1,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
433,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V"
434,1,TUS00117,"TUB INOX 7/16""ØX35CM 1500W127V ""M"" ESP"
435,2,BC00010,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ"
436,2,RP00150,REPARACION DE TERMOPAR
437,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
438,4,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
439,2,BN00064,"BAN A COMUN 133MMØx11/2"" 900W 220V C/STD"
440,1,TP0026,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT"""
441,5,TUS00017,"TUB INOX 5/16""x625mm 950W 220V U"
442,3,TUS00018,"TUB INOX. 5/16 Øx625mm 850W,220V U"
443,1,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
444,25,E1041959,"TUB INOX 1/4""ØX62"" 950W 230V"
445,4,BC00006,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA
446,5,P231A1D6K200,"PT-100 3/16""ØX1"" EXT.1MT T/PLICA CLAV-3H"
447,4,65014-38,CAE 12.5MMØx312.42MMLONG 90° 1200W 220V
448,2,TUA00435,"TUB INOX 7/16""ØX26CM 1500W220V U 11/2""NP"
449,1,CM10E2050A00,CAS INOX 10MMØX60MM 500W 240V EXT30CM
450,2,TUA00420,"TUB INOX 7/16""ØX155CM 5KW 440V ""U"" 2""NPT"
451,1,EE00026,"FAB DE TERMOPOZO 1/2""ØX768MMLOGITUD"
452,1,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
453,2,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
454,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
455,3,TUA00017,"TUB COBRE7/16Øx590mm ""U"" 5000W 220V C/B"""
456,1,TJ00046,TER J 6mmØx30mm 7 MTS DE LONG.
457,1,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
458,1,TUE00342,"TUB INOX 7/16""ØX47CM 9000W220V PLAC"
459,2,TUE00103,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V"
460,2,PJ14F10B0600,"TER J 1/4""ØX4"" CON 1/2""-1/2""NPT BLOCK-CA"
461,1,PJ14J10B0600,"TER J 1/4""ØX15CM CON 1/2""-1/2"" C/MARINA"
462,1,TUA00148,"TUB INOX 7/16""Øx80.5CMS U 12KW 240V TAPO"
463,1,TUE00132,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT"
464,10,P114Q1H90412,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS"
465,1,TUS00119,"TUB INOX 5/16""ØX70CM 600W 127V RECTA"
466,9,TUA00087,TUB ALETADA Ø 1/2 X 13 1/2 2000 W 220 V
467,1,TUE00345,"TUB INOX 5/16""ØX27CM 2100W230V ""L"" PLACA"
468,6,TUE00248,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V"
469,1,TJ00090,"TER J 1/4""ØX5"" CON 1/2""-1/2""NPT C/MARINA"
470,1,TUE00351,"TUB INOX 5/16""ØX177MMØ 1900W220V PAR 9O°"
471,1,TUE00352,"TUB INOX 5/16""ØX177MMØ 1900W220V PARRILL"
472,25,E1041968,"TUB INOX 1/4""ØX27"" 300W 230V"
473,1,RP00183,REPARACION DE SECADOR 460W 120V
474,1,RP00137,REPARACION BANDA S/BLINDAJE 1068W 120V
475,3,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
476,4,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
477,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
478,1,RC00027,"RC 1/2""ØX40CM 650W127V T/TORNILLO"
479,1,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6"""
480,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
481,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
482,1,TUE00350,"TUB INOX 7/16""ØX307MMX50MM 800W220V BUSH"
483,2,BN00252,BN INOX 46MMØX122MM 600W220V EXT30CM ALL
484,5,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT"
485,2,CAE00039,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1"""
486,6,TEA00099,"TEA K OJILLOX3MTS CON 1/2""-1/2""NPT"
487,1,BC00027,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ
488,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V."
489,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
490,3,CM10D2025A00,CAM INOX 10MMØX50MM 250W 240V EXT30CM
491,2,CM10D2030A00,CAM INOX 10MMØX50MM 300W 240V EXT30CM
492,2,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
493,1,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
494,1,BL00055,BAN M/LUNA 208MMØX257MM 1350W127V EXT30
495,1,TJ00043,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP"
496,3,TJ00043,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP"
497,10,TUS00003,"TUB. INOX. 5/16 Øx615mm. 2000W 440V ""U"""""
498,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
499,20,E1041960,"TUB INOX 1/4""ØX90"" 1350W 230V"
500,1,CS14E1020A00,"CAS INOX 1/4""ØX2 1/2"" 200W 127V EXT30CM"
501,2,P231F1H6AB00,"PT-100 3/16""ØX4"" CON1/2""-1/2"" NPT EXT5MT"
502,3,TUA00079,"TUB INOX ALETADA 1/2""Øx30CMS 1000W 480V"
503,18,TUE00319,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC"
504,6,TUE00248,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V"
505,10,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
506,4,BO00059,BOB 8020 CAL.22 2.8MMØX2.3MTS 1800W 240V
507,2,CAE00039,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1"""
508,2,TUA00412,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8"
509,1,TUA00440,"TUB INOX 7/16""ØX150MM 600W120V M PLAQ"
510,1,TUS00120,"TUB INOX 1/4""ØX50CM 500W127V RECTA T/BAN"
511,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
512,2,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
513,1,RM00038,FAB RESISTENCIAS 11520W 480V EN BASE GAL
514,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT"
515,5,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
516,1,TUS00048,"TUB INOX. 5/16""Øx320mm 750W, 120V. U"
517,1,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR"
518,3,TP00011,TIRA ALETADA 38MMX760MM 1960W230V T/TOR
519,5,TUE00261,"TUB INOX 3/8""ØX395MM CIR/ALETA 8500W230V"
520,2,TUA00437,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH"
521,1,TUE00336,"TUB INOX 7/16""ØX40.5CM 15KW240V PLA/ESP"
522,5,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA
523,2,PA00001,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V"
524,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
525,1,BP00261,BAN P INOX 258MMX385MM 3000W220V EXT3MT
526,1,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2"""
527,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
528,2,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
529,12,CAE00040,"CAE INOX 5/8""ØX73CM 2400W 240V RON/EXT1M"
530,2,TUE00034,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA"""
531,7,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz"
